#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.17511    4.36317e-11     0.00595751      0.0727187       0.118586        4.30651        1.39489        9.96447
        1.17563    4.36431e-11     0.00650092      0.0815772       0.110376        4.15174        1.04065        9.59356
        1.18583    4.39724e-11      0.0119856      0.0821522      0.0983368        4.62481       0.810196        9.72611
        1.18147    4.38608e-11     0.00456932      0.0800858      0.0987737        4.60422        1.03173         9.8105
        1.19958    4.42748e-11      0.0107956      0.0846664      0.0995005        4.83284        1.24907        8.85945
        1.20289    4.41009e-11      0.0236907      0.0841379       0.102076        4.64991          1.225        9.00816
        1.16885    4.32248e-11       0.034147      0.0818809       0.106007        4.88635        1.69649        9.23109
        1.18677    4.39959e-11      0.0298769      0.0765836       0.111606         4.9212        1.85747        9.50407
         1.1829    4.36176e-11      0.0387157      0.0762728       0.104691        5.04961        1.78487        8.43109
        1.17615    4.37948e-11      0.0300297      0.0842871       0.112079        5.56627        2.43267        7.97639
        1.19008    4.39546e-11      0.0239716      0.0794873       0.119869        5.78175        2.94837        6.64566
        1.19477    4.41768e-11       0.015661      0.0830764       0.133675        5.72527         3.9698        7.26306
        1.19561     4.4182e-11      0.0429152      0.0811766       0.115911         5.6516        4.00061        6.96981
        1.19788    4.37718e-11      0.0488064      0.0802816       0.117546         5.6462        3.19033        6.35041
        1.19767     4.3897e-11      0.0452013      0.0764405        0.11479        4.71805        2.15078        8.89685
        1.18394    4.36271e-11       0.054583       0.073444      0.0945331        4.94667        2.90831        9.97938
        1.18606    4.35033e-11      0.0132868       0.076074       0.137944        4.83349        2.32263         9.1487
        1.18606    4.36117e-11     0.00724238      0.0786065        0.12998        4.67547        2.17319        9.41929
        1.20338    4.38655e-11    6.20075e-05      0.0746829       0.122798        4.74218        2.15091        9.40907
        1.20134    4.43962e-11     0.00281157      0.0821504       0.125094        4.80531        2.38722        9.51142
        1.19536    4.41519e-11     0.00477576      0.0779751       0.132919        5.38733        3.15523        7.94387
         1.1947    4.41964e-11      0.0105577      0.0819951         0.1401        5.97382        4.19032        7.17987
        1.19188    4.41061e-11      0.0315563      0.0780871       0.130744        5.83573        3.68738        5.71083
        1.17788    4.36704e-11      0.0275664      0.0828166        0.12573        5.68629          2.781        4.84091
        1.17738    4.40371e-11       0.046355      0.0713837       0.111221        5.36059        3.07513        5.72272
        1.17537    4.39919e-11      0.0123781      0.0872369       0.142304        5.57694        3.67531        5.59985
        1.17278    4.34747e-11      0.0421515      0.0654096         0.1333        5.33724        3.32826        3.45727
        1.16865    4.34831e-11      0.0506867        0.07272       0.116814        4.91038        3.58164        6.55816
        1.17513    4.37451e-11      0.0666548      0.0780854      0.0918997        6.61314        6.95088        6.62549
        1.17868    4.33785e-11        0.06867      0.0749206      0.0878506        5.59652        4.53962        6.15073
        1.17723    4.36143e-11      0.0642266      0.0696452      0.0897501        5.08291        2.23434        2.32635
        1.17937    4.37892e-11      0.0617018      0.0715722      0.0843019        3.62869       0.827909         3.7288
        1.17447    4.32867e-11      0.0516681      0.0697784      0.0895868        3.48133        1.08683         3.8519
         1.1756    4.38631e-11      0.0276932      0.0783282        0.10529        4.17826        1.33946        3.08628
          1.176    4.37333e-11      0.0332184      0.0762479       0.104229        4.43425        1.46065        2.93078
        1.18264    4.35806e-11      0.0181983      0.0799997       0.125792        4.18941        1.50967        3.05261
        1.17371    4.35928e-11      0.0016771      0.0688628       0.127827        5.99485        3.31627        1.50744
        1.19336    4.36908e-11     0.00261803      0.0694282       0.123338        5.70235        2.35115        2.14749
        1.19277    4.39298e-11      0.0299487        0.07704       0.109828        6.10353        1.68169        2.59646
        1.19478    4.41018e-11      0.0453394      0.0743528       0.112197        4.46548        1.86398        3.65096
        1.18801    4.36777e-11      0.0268819       0.077121       0.119641        4.45788          1.338        5.44724
        1.17949    4.39128e-11      0.0194231      0.0680668       0.121023        4.35685        1.39725        5.44363
        1.17619     4.3871e-11      0.0047636      0.0749777       0.123646        4.10889        1.46674        5.41677
        1.17957    4.36343e-11     0.00263412       0.083802       0.114576        4.92289         1.8298        5.37479
        1.18023    4.35683e-11     0.00217584      0.0806109       0.117817         4.7932        1.70872        4.84839
        1.18777    4.40455e-11     0.00797803      0.0720741       0.131952        4.55593        1.87374        4.63109
        1.18675    4.38774e-11      0.0107565      0.0696601       0.136907        4.69308        2.72752        3.74323
        1.18773    4.38438e-11      0.0296372      0.0686675       0.131155        4.66169        2.08658        2.84133
        1.20449    4.41373e-11      0.0498806      0.0703912       0.101505        4.70953        1.88065        1.80767
        1.20007     4.3997e-11      0.0151228      0.0753753       0.132216        5.24977        1.87624        1.93031
        1.18101    4.35485e-11      0.0102753       0.069658       0.127323        5.31161        2.11045        2.12795
        1.18887    4.37374e-11      0.0233215      0.0731662       0.119792        5.21713        1.99383         2.6761
        1.19361    4.41556e-11      0.0138692      0.0791169       0.116458        5.15649       0.806119        2.72317
        1.17518    4.35496e-11     0.00577105      0.0777829       0.102803        4.52815        0.49183        4.09482
        1.17421    4.37303e-11     0.00796389      0.0745727      0.0976882        4.27224       0.462116        3.45382
        1.18231    4.38334e-11      0.0181406      0.0680154       0.105296        4.56753       0.714643         3.6871
        1.18494    4.38155e-11      0.0197032      0.0702474       0.105474         4.4355        1.25205        4.39947
        1.19133     4.4117e-11      0.0108001      0.0905894        0.11285        5.98865        2.69528        3.37109
        1.18007    4.37732e-11     0.00121507      0.0861991       0.122917        6.63944        3.00324        2.22116
        1.17965    4.37115e-11      0.0049441      0.0770042       0.120873         5.9625        2.29256        2.99549
         1.1732    4.38309e-11      0.0169223       0.078015       0.120959        7.40454        5.67401        1.87306
        1.17809    4.37223e-11     0.00726606      0.0803531       0.110134        8.33869        6.53905        1.32166
         1.1714     4.3627e-11     0.00327362      0.0804695       0.109581        8.36111        6.23528        1.05515
        1.17102    4.37241e-11     0.00983453      0.0758372       0.105055        8.02913        6.94522        1.11228
        1.17881    4.33669e-11     0.00394954      0.0806566       0.104562        8.19051        6.16955        1.28124
        1.19108     4.4091e-11      0.0132229      0.0763039       0.109285        8.10309        6.36867        1.44557
        1.18529    4.38503e-11     0.00597274      0.0859685       0.110198        7.97355        5.98598         1.8792
        1.19706    4.42352e-11      0.0207569      0.0790733       0.112063        7.37841        5.60065        2.09973
        1.19508    4.39214e-11      0.0106872      0.0813209       0.124885        6.91938        5.17358        2.87521
        1.18384    4.35597e-11     0.00811472      0.0793585       0.134415        6.83593        6.11932        2.83622
        1.16583    4.34619e-11      0.0166531      0.0771149       0.129519        7.02665        6.32064        2.91085
        1.16358    4.32683e-11     0.00563312      0.0732238       0.132611         6.4047        3.78162        3.17647
        1.18227    4.34825e-11      0.0082149      0.0679359       0.133895        5.91414        2.29931        2.02514
